#Name,Goethite,Hematite,Kaolinite,Dolomite,Illite,Vermiculite,Montmorillonite,Gypsum,Calcite,Chlorite
Chlorite.67+Calcit.33 GDS316 s06an14a_a,0,0,0,0,0,0,0,0,0.3333,0.6667
Chlorite.67+Epidot.33 GDS317 s06an14a_a,0,0,0,0,0,0,0,0,0,0.6667
Chlorite_Phyllite CU91-238A s06an14a_b ,0,0,0,0,0,0,0,0,0,1
Chlorite_Serpentine BR93-22B s06an14a_b,0,0,0,0,0,0,0,0,0,1
Dic.4+msc.3+gyp.2+jr.1 AMX20 s06an14a_a,0,0,0,0,0,0,0,0,0,0
Dickite+others CU91-219B s06an14a_a    ,0,0,0,0,0,0,0,0,0,0
Dolomit+Calcite+Talc PC99-1E s06an14a_c,0,0,0,0,0,0,0,0,1,0
Dolomite.5+Na-mont.5 AMX21 s06an14a_b  ,0,0,0,0.5,0,0,0.5,0,0,0
Dolomite.50+Ca-Montmor AMX10 s06an14a_b,0,0,0,0.5,0,0,0.5,0,0,0
Erionite+Merlinoite GDS144 s06an14a_c  ,0,0,0,0,0,0,0,0,0,0
Erionite+Merlinoite GDS144 s06an14a_bb_,0,0,0,0,0,0,0,0,0,0
Erionite+Offretite GDS72 s06an14a_b    ,0,0,0,0,0,0,0,0,0,0
Erionite+Offretite GDS72 s06an14a_bb_  ,0,0,0,0,0,0,0,0,0,0
Fe-Hydroxide SU93-106 amorph s06an14a_b,0,0,0,0,0,0,0,0,0,0
Goeth+qtz.5+Jarosite.5 AMX11 s06an14a_b,0.5,0,0,0,0,0,0,0,0,0
Goethite0.02+Quartz GDS240 s06an14a_a  ,0.02,0,0,0,0,0,0,0,0,0
Goethite_Phyllite CU91-236A s06an14a_b ,1,0,0,0,0,0,0,0,0,0
Gyp+jar+ill BRCM1 Marysvale s06an14a_b ,0,0,0,0,1,0,0,0,0,0
Gyp.3+jr.1+msc.4+dic.2 AMX22 s06an14a_a,0,0,0,0,0,0,0,0,0,0
Gyp.4+jr20+msc.2+dic.2 AMX23 s06an14a_a,0,0,0,0,0,0,0,0,0,0
Gyp.5+Kjar.3+hAlmsc.2 AMX24 s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Halloysite CU91-242D s06an14a_b        ,0,0,0,0,0,0,0,0,0,0
Halloysite+Kaolinite CM29 s06an14a_a   ,0,0,1,0,0,0,0,0,0,0
Halloysite+Kaolinite CM29 s06an14a_aaa ,0,0,1,0,0,0,0,0,0,0
Hematite.02+Quartz.98 GDS76 s06an14a_a ,0,0.02,0,0,0,0,0,0,0,0
Hematitic_Alt._Tuff CU91-223 s06an14a_b,0,1,0,0,0,0,0,0,0,0
Hydrated_Volc_Tuff CU01-4A s06an14a_c  ,0,0,0,0,0,0,0,0,0,0
Illite CU00-5B Hi-Al+Quartz s06an14a_a ,0,0,0,0,1,0,0,0,0,0
Jarosite_Rhyolite CU91-20A s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Kalun+kaol+gth mv2-ar3 s06an14a_b      ,0,0,1,0,0,0,0,0,0,0
Kaol+Musc_intimate CU93-5C s06an14a_a  ,0,0,1,0,0,0,0,0,0,0
Kaol.5+MuscCU91-250A AMX13 s06an14a_b  ,0,0,0.5,0,0,0,0,0,0,0
Kaol_Wxl+0.5Musc_Ruby AMX12 s06an14a_a ,0,0,1,0,0,0,0,0,0,0
Kaol_wxl+others CU00-19A s06an14a_b    ,0,0,1,0,0,0,0,0,0,0
Kaol_wxl+others CU91-200A s06an14a_b   ,0,0,1,0,0,0,0,0,0,0
Kaolin/Smect KLF511 .12Kaol s06an14a_b ,0,0,0.12,0,0,0,0,0,0,0
Kaolin/Smect KLF511 .12K s06an14a_cc_  ,0,0,0.12,0,0,0,0,0,0,0
Kaolin_Smect H89-FR-2 .5Kaol s06an14a_b,0,0,0.5,0,0,0,0,0,0,0
Kaolin_Smect H89-FR-2 .5K s06an14a_bb_ ,0,0,0.5,0,0,0,0,0,0,0
Kaolin_Smect H89-FR-5 .3Kaol s06an14a_b,0,0,0.3,0,0,0,0,0,0,0
Kaolin_Smect KLF506 .95Kaol s06an14a_b ,0,0,0.95,0,0,0,0,0,0,0
Kaolin_Smect KLF506 .95kao s06an14a_bb_,0,0,0.95,0,0,0,0,0,0,0
Kaolin_Smect KLF508 .85Kaol s06an14a_b ,0,0,0.85,0,0,0,0,0,0,0
Kaolin_Smect KLF508 .85Kao s06an14a_bb_,0,0,0.85,0,0,0,0,0,0,0
Kaolwxl.75+Alun_HS295 AMX14 s06an14a_b ,0,0,0.75,0,0,0,0,0,0,0
Limestone CU02-11A s06an14a_a          ,0,0,0,0,0,0,0,0,0,0
Magnesite+Hydroma HS47.3B s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Magnesite+Hydroma HS47.3B s06an14a_aa_ ,0,0,0,0,0,0,0,0,0,0
Magnetite_skarn BR93-5B s06an14a_b     ,0,0,0,0,0,0,0,0,0,0
Mesolite+Hydroxyapop GDS6 s06an14a_b   ,0,0,0,0,0,0,0,0,0,0
Mesolite+Hydroxyapop GDS6 s06an14a_bc_ ,0,0,0,0,0,0,0,0,0,0
Montmorillonite+Illite CM37 s06an14a_b ,0,0,0,0,1,0,1,0,0,0
Montmorillonite+Illite CM42 s06an14a_b ,0,0,0,0,1,0,1,0,0,0
Montmorillonite-Na CU93-52A s06an14a_c ,0,0,0,0,0,0,1,0,0,0
Muscov+Jaros CU93-314 coatng s06an14a_b,0,0,0,0,0,0,0,0,0,0
Muscovite CU91-250A med Al s06an14a_b  ,0,0,0,0,0,0,0,0,0,0
Muscovite+Chlorite CU91-253D s06an14a_a,0,0,0,0,0,0,0,0,0,0
Muscovite+Pyrophyl JH_PYRP1 s06an14a_b ,0,0,0,0,0,0,0,0,0,0
Muscovite-low-Al CU98-8H s06an14a_b    ,0,0,0,0,0,0,0,0,0,0
Muscovite-medhi-Al CU91-252D s06an14a_c,0,0,0,0,0,0,0,0,0,0
Muscovite-medlowAl CU91-250A s06an14a_b,0,0,0,0,0,0,0,0,0,0
Nontronite+others CU00-13A s06an14a_b  ,0,0,0,0,0,0,0,0,0,0
Natrolite+Zeolite HS168.3B s06an14a_b  ,0,0,0,0,0,0,0,0,0,0
Natrolite+Zeolite HS168.3B s06an14a_bbb,0,0,0,0,0,0,0,0,0,0
Opalized Tuff CU00-15E s06an14a_b      ,0,0,0,0,0,0,0,0,0,0
Phlogopite_Sand_Mix BR93-20 s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Pyrite LV95-6A Weath on Tail s06an14a_b,0,0,0,0,0,0,0,0,0,0
Pyrophyl+Muscovite JH_PYRM1 s06an14a_b ,0,0,0,0,0,0,0,0,0,0
Pyrophyl.25+wxlKaol.75 AMX17 s06an14a_b,0,0,0,0,0,0,0,0,0,0
Pyrophyl.50+Ca-Mont.50 AMX16 s06an14a_a,0,0,0,0,0,0,0,0,0,0
Pyroxene_Basalt CU01-20A s06an14a_a    ,0,0,0,0,0,0,0,0,0,0
Stonewall_Playa_Dry_Mud 2001 s06an14a_a,0,0,0,0,0,0,0,0,0,0
Stonewall_Playa CU93-52A a11 s06an14a_a,0,0,0,0,0,0,0,0,0,0
Talc+Clinochlore HS327.3B s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Talc+Clinochlore HS327.3B s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Talc+Clinochlore HS327.3B s06an14a_aaa ,0,0,0,0,0,0,0,0,0,0
Teepleite+Trona NMNH102798 s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Teepleite+Trona NMNH102798 s06an14a_aa_,0,0,0,0,0,0,0,0,0,0
White_Crust LV30 starkeyite s06an14a_c ,0,0,0,0,0,0,0,0,0,0
Zincite+Franklin HS147.3B s06an14a_b   ,0,0,0,0,0,0,0,0,0,0
Zincite+Franklin HS147.3B s06an14a_bb_ ,0,0,0,0,0,0,0,0,0,0
BurnArea_Traverse WRF00-01 s06an14a_b  ,0,0,0,0,0,0,0,0,0,0
BurnArea_TopSurface WRF00-02 s06an14a_b,0,0,0,0,0,0,0,0,0,0
Blck_Mn_Coat_Tailngs LV95-3 s06an14a_b ,0,0,0,0,0,0,0,0,0,0
Desert_Varnish ANP90-14 s06an14a_a     ,0,0,0,0,0,0,0,0,0,0
Desert_Varnish GDS141 s06an14a_a       ,0,0,0,0,0,0,0,0,0,0
Desert_Varnish GDS78A Rhy s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Goethite_Thin_Film WS222 s06an14a_a    ,0,0,0,0,0,0,0,0,0,0
Hematite_Coatd_Qtz BR93-25B s06an14a_b ,0,1,0,0,0,0,0,0,0,0
Hematite_Coatd_Qtz BR93-34C s06an14a_a ,0,1,0,0,0,0,0,0,0,0
Hematite_Coatd_Qtzt BR93-25A s06an14a_b,0,1,0,0,0,0,0,0,0,0
Hematite_Coatd_Qtzt BR93-25C s06an14a_b,0,1,0,0,0,0,0,0,0,0
Hematite_Thin_Film GDS27 s06an14a_a    ,0,1,0,0,0,0,0,0,0,0
Jarosite_Thin_Film GDS243 s06an14a_b   ,0,0,0,0,0,0,0,0,0,0
Jarosite_on_Qtzite BR93-34A2 s06an14a_b,0,0,0,0,0,0,0,0,0,0
H2O-Ice GDS136 77K s06an14a_a          ,0,0,0,0,0,0,0,0,0,0
Melting_snow mSnw12 (slush) s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Melting_snow mSnw14 (slush) s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Melting_snow mSnw15 (slush) s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Melting_snow mSnw16 (slush) s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Melting_snow mSnw16+0.25_veg s06an14a_a,0,0,0,0,0,0,0,0,0,0
Melting_snow mSnw16+0.5 veg s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Melting_snow mSnw1a s06an14a_a         ,0,0,0,0,0,0,0,0,0,0
Melting_snow mSnw1a+0.5_veg s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Melting_snow mSnw3 s06an14a_a          ,0,0,0,0,0,0,0,0,0,0
Melting_snow mSnw3+0.5_veg s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Melting_snow mSnw4 s06an14a_a          ,0,0,0,0,0,0,0,0,0,0
Melting_snow mSnw5 s06an14a_a          ,0,0,0,0,0,0,0,0,0,0
Melting_snow mSnw8 s06an14a_a          ,0,0,0,0,0,0,0,0,0,0
Melting_snow mSnw8+0.5_veg s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Melting_snow mSnw9 (slush) s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Melting_snow mSnw9+0.5_veg s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Red_Coated_Algea_Water RCAW1 s06an14a_a,0,0,0,0,0,0,0,0,0,0
Seawater_Coast_Chl SW1 s06an14a_a      ,0,0,0,0,0,0,0,0,0,0
Seawater_Open_Ocean SW2 lwch s06an14a_a,0,0,0,0,0,0,0,0,0,0
Water+Montmor SWy-2+0.5g/l s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Water+Montmor SWy-2+1.67g/l s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Water+Montmor SWy-2+16.5g/l s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Water+Montmor SWy-2+5.01g/l s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Ammonium_Chloride GDS77 s06an14a_a     ,0,0,0,0,0,0,0,0,0,0
Asphalt GDS376 Blck_Road old s06an14a_a,0,0,0,0,0,0,0,0,0,0
Asphalt_Shingle GDS366 Tan s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Asphalt_Shingle GDS367 DkGry s06an14a_a,0,0,0,0,0,0,0,0,0,0
Asphalt_Shingle GDS368 Lgray s06an14a_a,0,0,0,0,0,0,0,0,0,0
Asphalt_Tar GDS346 Blck_Roof s06an14a_a,0,0,0,0,0,0,0,0,0,0
Brick GDS347 Paving Tan s06an14a_a     ,0,0,0,0,0,0,0,0,0,0
Brick GDS348 Pave DkBrwngrey s06an14a_a,0,0,0,0,0,0,0,0,0,0
Brick GDS349 Paving Red s06an14a_a     ,0,0,0,0,0,0,0,0,0,0
Brick GDS350 Dk Red Building s06an14a_a,0,0,0,0,0,0,0,0,0,0
Brick GDS353 Building MedRed s06an14a_a,0,0,0,0,0,0,0,0,0,0
Brick GDS354 Building Lt Gry s06an14a_a,0,0,0,0,0,0,0,0,0,0
Brick GDS355 Building Dk Gry s06an14a_a,0,0,0,0,0,0,0,0,0,0
Burlap_Fabric GDS430 Brown s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Cardboard GDS371 Brn Corgted s06an14a_a,0,0,0,0,0,0,0,0,0,0
Nylon_Carpet GDS535 LtBrown s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Nylon_Carpet GDS536 Gry Pile s06an14a_a,0,0,0,0,0,0,0,0,0,0
Cedar_Shake GDS357 Fresh s06an14a_a    ,0,0,0,0,0,0,0,0,0,0
Cedar_Shake GDS358 SlgWeathr s06an14a_a,0,0,0,0,0,0,0,0,0,0
Cedar_Shake GDS359 MedWeathr s06an14a_a,0,0,0,0,0,0,0,0,0,0
Cedar_Shake GDS360 H Weamoss s06an14a_a,0,0,0,0,0,0,0,0,0,0
Cedar_Shake GDS361 HiWeather s06an14a_a,0,0,0,0,0,0,0,0,0,0
Cinder_Block GDS356 Lg Grey s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Coated_Steel_Girder WTC01-8 s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Concrete GDS375 Lt Gry Road s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Concrete WTC01-37A s06an14a_a          ,0,0,0,0,0,0,0,0,0,0
Cotton_Fabric GDS437 White s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Cyanide_Cadmium_Potassium s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Cyanide_Nickel_Potassium s06an14a_a    ,0,0,0,0,0,0,0,0,0,0
Cyanide_Trihydrate CT1 s06an14a_a      ,0,0,0,0,0,0,0,0,0,0
Cyanide_Zinc_Potassium s06an14a_a      ,0,0,0,0,0,0,0,0,0,0
Cyanide_Zinc_Potassium s06an14a_a      ,0,0,0,0,0,0,0,0,0,0
Cyanide_Potassium_Ferro s06an14a_a     ,0,0,0,0,0,0,0,0,0,0
Fiberglass GDS337 Grn Roofng s06an14a_a,0,0,0,0,0,0,0,0,0,0
Fiberglass GDS399 Clear Roof s06an14a_a,0,0,0,0,0,0,0,0,0,0
Fiberglass GDS335 Wh Roofing s06an14a_a,0,0,0,0,0,0,0,0,0,0
Fiberglass GDS336 Grn Roofng s06an14a_a,0,0,0,0,0,0,0,0,0,0
Fiberglass GDS374 Pnk Insul s06an14a_a ,0,0,0,0,0,0,0,0,0,0
GalvanizedSheetMetal GDS334 s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Green_Slime SM93-14A Summitv s06an14a_a,0,0,0,0,0,0,0,0,0,0
Kerogen BK-Cornell s06an14a_a          ,0,0,0,0,0,0,0,0,0,0
Montmorill+Benzene SWy 1ml s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Montmorill+TCE SWy saturated s06an14a_a,0,0,0,0,0,0,0,0,0,0
Montmorill+Toluene SWy .5ml s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Montmorill+Trichlor SWy 1ml s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Montmorill+Unleaded_Gas SWy s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Nylon_Fabric GDS431 Red RpSt s06an14a_a,0,0,0,0,0,0,0,0,0,0
Nylon_Fabric GDS432 Grn RpSt s06an14a_a,0,0,0,0,0,0,0,0,0,0
Nylon_Fabric GDS433 Blu RpSt s06an14a_a,0,0,0,0,0,0,0,0,0,0
Nylon_Fabric GDS436 BlkCoatd s06an14a_a,0,0,0,0,0,0,0,0,0,0
Nylon_Webbing GDS428 OlvDrab s06an14a_a,0,0,0,0,0,0,0,0,0,0
Nylon_Webbing GDS438 Flr Yel s06an14a_a,0,0,0,0,0,0,0,0,0,0
Painted_Aluminum GDS333 LgGr s06an14a_a,0,0,0,0,0,0,0,0,0,0
Paper_Cotton_Bond PAPR1 100% s06an14a_a,0,0,0,0,0,0,0,0,0,0
Particle_Board GDS364 Fn Gr s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Plastic GGA-54 Grnhouse Roof s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_ABS GDS341 BlackPipe s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_HDPE GDS351 BlkSheet s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_HDPE GDS391 Blu-Grn s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Plastic_HDPE GDS393 GlosWhTr s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_HDPE GDS373 Grey Bag s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_HDPE GDS384 Wht Opaq s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_HDPE GDS385 WhTransl s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_HDPE GDS386 Yelopaqu s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_HDPE GDS387 WhTransl s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_HDPE GDS389 WhTransl s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_HDPE GDS390 Transpar s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_HDPE GDS392 WhTransl s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_HDPE GDS394 LgryTrns s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_HDPE GDS400 WhTrnslu s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_LDPE GDS402 Clr film s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_LDPE GDS405 Black s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Plastic_LDPE GDS401 Clr film s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_LDPE GDS404 WhTrnslu s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_LDPE GDS406 WhTrnslu s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_PETE GDS379 TrnslBrn s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_PETE GDS380 Clear s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Plastic_PETE GDS381 Clr-prpl s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_PETE GDS382 Black s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Plastic_PETE GDS383 Clrbluis s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_PVC GDS338 White s06an14a_a    ,0,0,0,0,0,0,0,0,0,0
Plastic_Pipe GDS342 Black s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Plastic_Pipe GDS344 Blue s06an14a_a    ,0,0,0,0,0,0,0,0,0,0
Plastic_Tarp GDS339 Green s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Plastic_Tarp GDS340 Blu_Wovn s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_Tyvek GDS369 White s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Plastic_Vinyl GDS372 White s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Plastic_Vinyl GDS395 Clr1mm s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Plastic_Vinyl GDS396 Clr1mm s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Plastic_Vinyl GDS397 Cl0.4mm s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_Vinyl GDS398 Red Toy s06an14a_a,0,0,0,0,0,0,0,0,0,0
Plastic_Visqueen GDS370 Clr s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Plywood GDS365 Fresh Pine s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Polyester_Pile GDS434 Blk s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Polyester_Pile GDS435 DkGrn s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Polyester_Webbing GDS429 Blk s06an14a_a,0,0,0,0,0,0,0,0,0,0
Polystyrene GDS345 BluInsul s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Renyolds_TnlSldgWet SM93-15w s06an14a_a,0,0,0,0,0,0,0,0,0,0
Renyolds_Tnl_Sludge SM93-15 s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Roofing_Felt GDS377 Black s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Rusted_Tin_Can GDS378 MV99-6 s06an14a_a,0,0,0,0,0,0,0,0,0,0
Sheet_Metal GDS352 crg Galvn s06an14a_a,0,0,0,0,0,0,0,0,0,0
Strand_Board GDS362 Oriented s06an14a_a,0,0,0,0,0,0,0,0,0,0
Tar_Paper GDS285A New Blk s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Tar_Paper GDS285B Weath Blk s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Terrycloth_Fabric GDS537 Yl s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Terrycloth_Fabric GDS537 Yel s06an14a_a,0,0,0,0,0,0,0,0,0,0
Wood_Beam GDS363 Nw Pine 2X4 s06an14a_a,0,0,0,0,0,0,0,0,0,0
WTC_Dust_Debris WTC01-2 s06an14a_a     ,0,0,0,0,0,0,0,0,0,0
WTC_Dust_Debris WTC01-28 s06an14a_a    ,0,0,0,0,0,0,0,0,0,0
Aspen Aspen-1 Green-Top s06an14a_a     ,0,0,0,0,0,0,0,0,0,0
Aspen Aspen-2 Green-Bottom s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Aspen Aspen-3 YellowGreenTop s06an14a_a,0,0,0,0,0,0,0,0,0,0
Aspen Aspen-4 Yellow-Top s06an14a_a    ,0,0,0,0,0,0,0,0,0,0
Aspen YNP-AS-1 s06an14a_b              ,0,0,0,0,0,0,0,0,0,0
Aspen_Leaf-A DW92-2 s06an14a_a         ,0,0,0,0,0,0,0,0,0,0
Aspen_Leaf-B DW92-3 s06an14a_a         ,0,0,0,0,0,0,0,0,0,0
Bacterial-Mat YNP-B1 s06an14a_b        ,0,0,0,0,0,0,0,0,0,0
Blackbrush ANP92-9A leaves s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Blue_Spruce DW92-5 needle s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Cactus Opuntia-1 Purple_pad s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Cattail YNP-CT-1 s06an14a_b            ,0,0,0,0,0,0,0,0,0,0
Cheatgrass ANP92-11A s06an14a_a        ,0,0,0,0,0,0,0,0,0,0
Cheatgrass ANPC1 field Calib s06an14a_a,0,0,0,0,0,0,0,0,0,0
Conifer-Meadow-Mix YNP-CM-1 s06an14a_b ,0,0,0,0,0,0,0,0,0,0
Douglas-Fir YNP-DF-1 s06an14a_b        ,0,0,0,0,0,0,0,0,0,0
Douglas-Fir YNP-DF-2 s06an14a_b        ,0,0,0,0,0,0,0,0,0,0
Douglas-Fir YNP-DF-3 s06an14a_b        ,0,0,0,0,0,0,0,0,0,0
Dry_Long_Grass AV87-2 s06an14a_a       ,0,0,0,0,0,0,0,0,0,0
Engelmann-Spruce ES-Needls-1 s06an14a_a,0,0,0,0,0,0,0,0,0,0
Espruce-Sfir YNP-SF-1 s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Espruce-Sfir YNP-SF-2 s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Espruce-Sfir YNP-SF-3 s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Espruce-Sfir YNP-SF-4 s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Espruce-Sfir YNP-SF-5 s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Fir_Tree IH91-2 s06an14a_a             ,0,0,0,0,0,0,0,0,0,0
Flower Geranium-1 Red-Orange s06an14a_a,0,0,0,0,0,0,0,0,0,0
Flower Pansy-1 Yellow s06an14a_a       ,0,0,0,0,0,0,0,0,0,0
Flower Petunia-1 Pink s06an14a_a       ,0,0,0,0,0,0,0,0,0,0
Flower Petunia-2 Purple s06an14a_a     ,0,0,0,0,0,0,0,0,0,0
Flower Petunia-3 White s06an14a_a      ,0,0,0,0,0,0,0,0,0,0
Flower Platycodon-1 Purple s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Flower Platycodon-2 White s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Grass-Fescue-Wheatg YNP-FW-1 s06an14a_b,0,0,0,0,0,0,0,0,0,0
Grass-Fescue-Wheatg YNP-FW-2 s06an14a_b,0,0,0,0,0,0,0,0,0,0
Grass-Fescue-Wheatg YNP-FW-3 s06an14a_b,0,0,0,0,0,0,0,0,0,0
Grass-FescueNeedleg YNP-FN-1 s06an14a_b,0,0,0,0,0,0,0,0,0,0
Grass-Smoothbrome YNP-SB-1 s06an14a_b  ,0,0,0,0,0,0,0,0,0,0
Grass_Golden_Dry GDS480 s06an14a_a     ,0,0,0,0,0,0,0,0,0,0
Juniper_Bush IH91-4B s06an14a_a        ,0,0,0,0,0,0,0,0,0,0
Lawn_Grass GDS91 (Green) s06an14a_a    ,0,0,0,0,0,0,0,0,0,0
LeafySpurge Spurge-A1-Jul98 s06an14a_a ,0,0,0,0,0,0,0,0,0,0
LeafySpurge Spurge-A1-Jun98 s06an14a_a ,0,0,0,0,0,0,0,0,0,0
LeafySpurge Spurge-A1-Oct97 s06an14a_a ,0,0,0,0,0,0,0,0,0,0
LeafySpurge Spurge-A1-Sep97 s06an14a_a ,0,0,0,0,0,0,0,0,0,0
LeafySpurge Spurge-A2-Jun98 s06an14a_a ,0,0,0,0,0,0,0,0,0,0
LeafySpurge Spurge-B1-Jul98 s06an14a_a ,0,0,0,0,0,0,0,0,0,0
LeafySpurge Spurge-B1-Oct97 s06an14a_a ,0,0,0,0,0,0,0,0,0,0
LeafySpurge Spurge-B2-Jul98 s06an14a_a ,0,0,0,0,0,0,0,0,0,0
LeafySpurge Spurge-B3-Jul98 s06an14a_a ,0,0,0,0,0,0,0,0,0,0
LeafySpurge Spurge-C1-Oct97 s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Lichen Acarospora-1 s06an14a_b         ,0,0,0,0,0,0,0,0,0,0
Lichen Licedea-1 s06an14a_b            ,0,0,0,0,0,0,0,0,0,0
Lichen Licedea-2 s06an14a_b            ,0,0,0,0,0,0,0,0,0,0
Lichen Xanthoparmelia-1 s06an14a_b     ,0,0,0,0,0,0,0,0,0,0
Lichen Xanthoparmelia-2 s06an14a_b     ,0,0,0,0,0,0,0,0,0,0
Lichen Xanthoria-1 s06an14a_b          ,0,0,0,0,0,0,0,0,0,0
Lodgepole-Pine LP-Needles-1 s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Lodgepole-Pine LP-Needles-2 s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Lodgepole-Pine LP-Needles-3 s06an14a_a ,0,0,0,0,0,0,0,0,0,0
Lodgepole-Pine YNP-LP s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Lodgepole-Pine YNP-LP0-MOD s06an14a_b  ,0,0,0,0,0,0,0,0,0,0
Lodgepole-Pine YNP-LP0-VIG s06an14a_b  ,0,0,0,0,0,0,0,0,0,0
Lodgepole-Pine YNP-LP1-A s06an14a_b    ,0,0,0,0,0,0,0,0,0,0
Lodgepole-Pine YNP-LP1-B s06an14a_b    ,0,0,0,0,0,0,0,0,0,0
Lodgepole-Pine YNP-LP1-C s06an14a_b    ,0,0,0,0,0,0,0,0,0,0
